Lighting,Weather,HWY_Factor,Factors_Ro,X,Y,Crash_Seve,Crash_Date,Distance,Dir,Agency,Accident_R,AREA,PERIMETER,WARD,ACRES,SQ_MILES,AREA_1,LEN,Primary_St,Secondary_
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.28898829999999,36.13687113,INJURY CRASH,08/21/2016,0,AT INT,LVMPD,2321228,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,MARINER COVE DR,CRYSTAL WATER WAY
DARK - SPOT LIGHTING,CLEAR,NONE,WET,-115.2598625,36.17782919,INJURY CRASH,08/21/2016,0,AT INT,NHP,2328390,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,E SUMMERLIN PKWY TO BUFFALO DR,N BUFFALO DR
DAYLIGHT,CLEAR,NONE,DRY,-115.133623,36.1723771,INJURY CRASH,08/21/2016,100,E,LVMPD,2321245,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,LINDEN AVE,N 9TH ST
DAYLIGHT,CLEAR,NONE,DRY,-115.0713466,36.16295468,PROPERTY DAMAGE ONLY,08/21/2016,0,AT INT,LVMPD,2321250,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,MARION DR,CHANTILLY AVE
,CLEAR,,,-115.134326,36.15873479,PROPERTY DAMAGE ONLY,08/21/2016,100,W,LVMPD,2321258,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR159,S 14TH ST
DAYLIGHT,CLEAR,NONE,DRY,-115.1099385,36.14788061,INJURY CRASH,08/21/2016,0,AT INT,LVMPD,2321243,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,E ST LOUIS AVE,MCLEOD ST
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.17758290000002,36.14417438,INJURY CRASH,08/21/2016,0,AT INT,LVMPD,2323048,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR589,PASEO DEL PRADO
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.2527017,36.1551247,INJURY CRASH,08/21/2016,0,AT INT,LVMPD,2321235,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,DEL REY AVE,S TENAYA WAY
DAYLIGHT,CLEAR,NONE,DRY,-115.1598081,36.16525542,PROPERTY DAMAGE ONLY,08/21/2016,1200,N,NHP,2328361,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15N,GRAND CENTRAL PARK N TO IR15N INT41
DAYLIGHT,CLEAR,NONE,WET,-115.1651443,36.15103811,INJURY CRASH,08/21/2016,200,S,NHP,2328385,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,MLK N/S /SR159 TO IR15S INT41
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1391493,36.17142284,INJURY CRASH,08/21/2016,0,AT INT,LVMPD,2321229,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,STEWART AVE,LAS VEGAS BLVD
DAYLIGHT,CLOUDY,NONE,DRY,-115.21678159999999,36.2167309,PROPERTY DAMAGE ONLY,08/21/2016,40,S,LVMPD,2321252,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,MICHAEL WAY,SR574
DAYLIGHT,CLEAR,NONE,DRY,-115.18186920000001,36.17523599,PROPERTY DAMAGE ONLY,08/21/2016,1200,S,NHP,2328380,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N,US95N TO VALLEY VIEW BLVD N/S
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.18717360000001,36.17607720000001,PROPERTY DAMAGE ONLY,08/21/2016,400,N,NHP,2328356,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N,US95N TO VALLEY VIEW BLVD N/S
DAYLIGHT,CLEAR,NONE,DRY,-115.15940520000001,36.16774227,PROPERTY DAMAGE ONLY,08/21/2016,1500,N,NHP,2328383,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15S,IR15S TO MLK/SR159 INT41
DARK - SPOT LIGHTING,CLEAR,NONE,WET,-115.1581841,36.17054914,PROPERTY DAMAGE ONLY,08/21/2016,750,N,NHP,2328391,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S TO IR15S INT42,IR15S
DAYLIGHT,CLEAR,NONE,DRY,-115.2712429,36.21765505,PROPERTY DAMAGE ONLY,08/21/2016,300,W,LVMPD,2321240,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,VILLA FINESTRA DR,PISMO BEACH DR
DAYLIGHT,CLEAR,NONE,DRY,-115.2554754,36.2033376,INJURY CRASH,08/21/2016,100,W,LVMPD,2321246,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,SMOKE RANCH RD,PROFESSIONAL CT
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.2531338,36.26269539,PROPERTY DAMAGE ONLY,08/21/2016,100,S,NHP,2328355,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,US95N,MILE MARKER 86.75
DAYLIGHT,CLEAR,NONE,DRY,-115.21548159999999,36.29073677,PROPERTY DAMAGE ONLY,08/22/2016,0,AT INT,LVMPD,2321277,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,BRADLEY RD,ELKHORN RD
DUSK,CLEAR,NONE,DRY,-115.3358183,36.19166177,INJURY CRASH,08/22/2016,100,W,NHP,2328422,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,CC215N TO E SUMMERLIN PKWY,E SUMMERLIN PKWY
DAYLIGHT,CLEAR,NONE,DRY,-115.31767759999998,36.17840399,PROPERTY DAMAGE ONLY,08/22/2016,0,AT INT,LVMPD,2321281,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,N HUALAPAI WAY,N TOWN CENTER DR
DAYLIGHT,CLEAR,NONE,DRY,-115.2600429,36.18862211,PROPERTY DAMAGE ONLY,08/22/2016,0,AT INT,LVMPD,2321284,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,N BUFFALO DR,VEGAS DR
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.28007020000001,36.15643261,INJURY CRASH,08/22/2016,125,S,LVMPD,2321288,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,S DURANGO DR,SONETO LN
DAYLIGHT,CLOUDY,NONE,DRY,-115.30184820000001,36.18300131,PROPERTY DAMAGE ONLY,08/22/2016,450,E,NHP,2328400,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,E SUMMERLIN PKWY,TOWN CENTER DR N TO SUMMERLIN PKWY E
,CLOUDY: RAIN,,,-115.1055381,36.16616729,PROPERTY DAMAGE ONLY,08/22/2016,0,AT INT,LVMPD,2321298,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,MOJAVE RD,STEWART AVE
DAYLIGHT,CLOUDY,NONE,DRY,-115.09588670000001,36.18805898,INJURY CRASH,08/22/2016,137,W,LVMPD,2321279,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,OWENS AVE,MCGRAIL ST
DARK - NO LIGHTING,CLOUDY,OTHER HIGHWAY,DRY,-115.118877,36.15868988,INJURY CRASH,08/22/2016,0,AT INT,LVMPD,2321303,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR159,EASTERN AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.14752390000001,36.15860942,PROPERTY DAMAGE ONLY,08/22/2016,35,S,LVMPD,2321262,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,LAS VEGAS BLVD,SR159
DAYLIGHT,CLEAR,NONE,DRY,-115.1553746,36.15340203,PROPERTY DAMAGE ONLY,08/22/2016,0,AT INT,LVMPD,2321269,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,S COMMERCE ST,W UTAH AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.10550829999998,36.16250936,INJURY CRASH,08/22/2016,0,AT INT,LVMPD,2321290,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,MOJAVE RD,SUNRISE AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.1661681,36.14952647,PROPERTY DAMAGE ONLY,08/22/2016,600,N,NHP,2328412,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DAYLIGHT,CLOUDY,NONE,WET,-115.16206979999998,36.15417915,PROPERTY DAMAGE ONLY,08/22/2016,300,S,NHP,2328437,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,IR15N TO SR159E INT41
DAYLIGHT,CLEAR,NONE,DRY,-115.1965426,36.16658009,INJURY CRASH,08/22/2016,12,N,LVMPD,2321270,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,ALTA DR,MEADOW VALLEY DR
DAYLIGHT,CLOUDY,NONE,DRY,-115.16017109999999,36.16061214,PROPERTY DAMAGE ONLY,08/22/2016,2000,S,NHP,2328436,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15N,IR15N TO US95N/MLK N/S INT42
DARK - CONTINUOUS LIGHTING,RAIN,"WET, ICY, SNOW, SLUSH",DRY,-115.18151040000001,36.17502284,INJURY CRASH,08/22/2016,300,S,NHP,2328447,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO SR599S INT77
DARK - SPOT LIGHTING,RAIN,NONE,DRY,-115.24478119999999,36.20004491,PROPERTY DAMAGE ONLY,08/22/2016,400,S,NHP,2328439,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S TO ROCK SPRINGS INT82,US95S
DAYLIGHT,CLEAR,NONE,DRY,-115.173519,36.14152787,PROPERTY DAMAGE ONLY,08/22/2016,500,N,NHP,2328406,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,SR589 TO IR15S INT40
DAYLIGHT,CLEAR,NONE,DRY,-115.1828658,36.1750416,INJURY CRASH,08/22/2016,100,N,NHP,2328433,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO SR599S INT77
DAYLIGHT,CLOUDY,NONE,DRY,-115.19508710000001,36.17574248,PROPERTY DAMAGE ONLY,08/22/2016,500,N,NHP,2328397,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95N,US95N TO DECATUR BLVD N/S INT79
DARK - CONTINUOUS LIGHTING,CLOUDY: RAIN,NONE,DRY,-115.1300097,36.16749453,INJURY CRASH,08/22/2016,0,AT INT,LVMPD,2321299,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,N 13TH ST,STEWART AVE
DAYLIGHT,CLOUDY,NONE,DRY,-115.23437129999999,36.20309189,INJURY CRASH,08/22/2016,411,W,LVMPD,2321292,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SMOKE RANCH RD,N TORREY PINES DR
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.2332268,36.20645561,PROPERTY DAMAGE ONLY,08/22/2016,209,S,LVMPD,2321263,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,N TORREY PINES DR,URSUS DR
DAYLIGHT,CLEAR,NONE,DRY,-115.1777398,36.17926138,INJURY CRASH,08/22/2016,0,AT INT,LVMPD,2321289,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SR599,ERNEST MAY LN
,CLEAR,,,-115.1812882,36.18324021,PROPERTY DAMAGE ONLY,08/22/2016,0,AT INT,LVMPD,2321294,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SR599,DUNE DR
DARK - NO LIGHTING,RAIN,"WET, ICY, SNOW, SLUSH",DRY,-115.1337054,36.17170185,PROPERTY DAMAGE ONLY,08/22/2016,1320,S,NHP,2328441,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S,MILE MARKER 74.7
DARK - SPOT LIGHTING,RAIN,NONE,WET,-115.1438778,36.17517034,INJURY CRASH,08/22/2016,500,N,NHP,2328442,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S,US95S TO SR602S INT75A
DAYLIGHT,CLOUDY,NONE,WET,-115.1442081,36.17523189,INJURY CRASH,08/22/2016,400,N,NHP,2328420,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S,US95S TO SR602S INT75A
DAYLIGHT,CLEAR,NONE,DRY,-115.16001750000001,36.17492673,INJURY CRASH,08/22/2016,100,S,NHP,2328424,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S,US95S TO IR15N INT42
DARK - SPOT LIGHTING,RAIN,"WET, ICY, SNOW, SLUSH",DRY,-115.15784599999999,36.17117901,INJURY CRASH,08/22/2016,1000,N,NHP,2328443,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95S TO IR15S INT42,IR15S
DAYLIGHT,CLEAR,NONE,DRY,-115.1505111,36.17731895,PROPERTY DAMAGE ONLY,08/22/2016,200,S,NHP,2328404,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15N,IR15N TO FRCL40 N/S INT43
DAYLIGHT,CLOUDY,NONE,DRY,-115.32529579999999,36.23007104,PROPERTY DAMAGE ONLY,08/22/2016,2000,N,NHP,2328434,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,CC215N,CHEYENNE AVE TO CC215N
DAYLIGHT,CLOUDY,NONE,DRY,-115.24229059999999,36.21829389,INJURY CRASH,08/22/2016,75,N,LVMPD,2321287,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,RAINBOW BLVD,SR574
DAYLIGHT,CLEAR,NONE,DRY,-115.23378329999998,36.23957864,INJURY CRASH,08/22/2016,50,E,LVMPD,2321283,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,SR573,N TORREY PINES DR
DAYLIGHT,CLOUDY,NONE,DRY,-115.25175990000001,36.26191419,PROPERTY DAMAGE ONLY,08/22/2016,425,S,NHP,2328405,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,SR599N TO ANN RD INT90B,ANN RD
DARK - SPOT LIGHTING,CLOUDY: RAIN,"WET, ICY, SNOW, SLUSH: OTHER HIGHWAY",DRY,-115.2806247,36.15891232,PROPERTY DAMAGE ONLY,08/23/2016,100,W,LVMPD,2321348,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,SR159,S DURANGO DR
DAYLIGHT,CLEAR,NONE,DRY,-115.32205990000001,36.19830427,INJURY CRASH,08/23/2016,0,AT INT,LVMPD,2321312,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,ANASAZI DR,TRAIL HOLLOW DR
DAYLIGHT,CLEAR,NONE,DRY,-115.2842994,36.16610635,INJURY CRASH,08/23/2016,200,W,LVMPD,2321319,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,ALTA DR,UPPER HILL ST
DAYLIGHT,CLOUDY,NONE,DRY,-115.3061798,36.18713088,PROPERTY DAMAGE ONLY,08/23/2016,0,AT INT,NHP,2328453,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,N TOWN CENTER DR,TOWN CENTER DR N TO SUMMERLIN PKWY W
DAWN,CLOUDY,OTHER HIGHWAY,DRY,-115.118877,36.15868988,PROPERTY DAMAGE ONLY,08/23/2016,0,AT INT,LVMPD,2321310,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR159,EASTERN AVE
,CLOUDY,,,-115.11847900000001,36.15954269,PROPERTY DAMAGE ONLY,08/23/2016,0,AT INT,LVMPD,2321305,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,SR582
DAYLIGHT,CLEAR,NONE,DRY,-115.1538247,36.15870199,PROPERTY DAMAGE ONLY,08/23/2016,80,W,LVMPD,2321334,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR159,S MAIN ST
,CLEAR,,,-115.1368499,36.15926424,PROPERTY DAMAGE ONLY,08/23/2016,200,N,LVMPD,2321329,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,MARYLAND PKWY,SR159
DAYLIGHT,CLEAR,NONE,DRY,-115.132673,36.16565164,INJURY CRASH,08/23/2016,0,AT INT,LVMPD,2321340,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR582,MARYLAND PKWY
DAYLIGHT,CLEAR,NONE,DRY,-115.21667120000001,36.15900923,INJURY CRASH,08/23/2016,57,E,LVMPD,2321316,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR159,LINDELL RD
DAYLIGHT,CLOUDY,NONE,DRY,-115.24824,36.19588217,INJURY CRASH,08/23/2016,354,W,LVMPD,2321331,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,LAKE MEAD BLVD,ROCK SPRINGS DR
DAYLIGHT,CLEAR,NONE,DRY,-115.2239463,36.15903071,INJURY CRASH,08/23/2016,12,S,LVMPD,2321338,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR596,SR159
DAYLIGHT,CLEAR,NONE,DRY,-115.19444309999999,36.17591352,INJURY CRASH,08/23/2016,300,N,NHP,2328496,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95N,US95N TO DECATUR BLVD N/S INT79
DAYLIGHT,CLEAR,NONE,DRY,-115.1744395,36.140128600000004,PROPERTY DAMAGE ONLY,08/23/2016,100,S,NHP,2328491,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15N,IR15N TO SR589W/E INT40
DAYLIGHT,CLEAR,NONE,DRY,-115.16012240000002,36.16224771,PROPERTY DAMAGE ONLY,08/23/2016,100,N,NHP,2328487,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15N,GRAND CENTRAL PARK N TO IR15N INT41
DAYLIGHT,CLOUDY,NONE,WET,-115.1756979,36.17495392,INJURY CRASH,08/23/2016,5,N,NHP,2328457,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO IR15S INT42
DAYLIGHT,CLOUDY,NONE,DRY,-115.14688079999999,36.17894525,FATAL CRASH,08/23/2016,0,AT INT,NHP,2328463,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15N TO FRCL40 N/S INT43,D ST
DAYLIGHT,CLEAR,NONE,DRY,-115.24231090000002,36.18874604,INJURY CRASH,08/23/2016,100,N,LVMPD,2321337,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,RAINBOW BLVD,VEGAS DR
DARK - CONTINUOUS LIGHTING,CLOUDY,NONE,DRY,-115.20565729999998,36.20804509,PROPERTY DAMAGE ONLY,08/23/2016,0,AT INT,LVMPD,2321349,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,N DECATUR BLVD,MADRE MESA DR
DAYLIGHT,CLEAR,NONE,DRY,-115.1434425,36.18639081,PROPERTY DAMAGE ONLY,08/23/2016,275,N,NHP,2328469,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15N,SR578 W/E TO IR15N INT43
DAYLIGHT,CLEAR,NONE,DRY,-115.1606896,36.17568688,PROPERTY DAMAGE ONLY,08/23/2016,25,S,NHP,2328483,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15N TO MLK N/S INT42,MARTIN L KING BLVD
DAYLIGHT,CLEAR,NONE,DRY,-115.15940520000001,36.16774227,PROPERTY DAMAGE ONLY,08/23/2016,1500,N,NHP,2328452,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15S,IR15S TO MLK/SR159 INT41
DAYLIGHT,CLOUDY,NONE,DRY,-115.24371950000001,36.19582525,PROPERTY DAMAGE ONLY,08/23/2016,10,N,NHP,2328503,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO LAKE MEAD BLVD W INT82,LAKE MEAD BLVD
DAYLIGHT,CLEAR,NONE,DRY,-115.1757824,36.17704772,INJURY CRASH,08/23/2016,10,S,NHP,2328493,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SR599,SR579
DAYLIGHT,CLEAR,NONE,DRY,-115.14317390000001,36.19559113,INJURY CRASH,08/23/2016,100,W,NHP,2328459,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,LAKE MEAD BLVD,LOSEE RD
DAYLIGHT,CLEAR,NONE,DRY,-115.2788069,36.27002459,PROPERTY DAMAGE ONLY,08/23/2016,0,AT INT,LVMPD,2321322,184898368.163071,153149.59033016,0,4244.699443500001,6.63234288,184898368.163,153149.59033,W TROPICAL PKWY,N DURANGO DR
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.29288170000001,36.25026652,PROPERTY DAMAGE ONLY,08/23/2016,800,N,LVMPD,2321347,184898368.163071,153149.59033016,0,4244.699443500001,6.63234288,184898368.163,153149.59033,CAMPBELL RD,LONE MOUNTAIN RD
DAYLIGHT,CLEAR,NONE,DRY,-115.28786409999998,36.27715769,INJURY CRASH,08/23/2016,0,AT INT,LVMPD,2321335,184898368.163071,153149.59033016,0,4244.699443500001,6.63234288,184898368.163,153149.59033,W CENTENNIAL PKWY,N DURANGO DR
DAYLIGHT,CLEAR,NONE,DRY,-115.32679209999999,36.26240299,PROPERTY DAMAGE ONLY,08/23/2016,0,AT INT,NHP,2328461,861272.47358391,6177.70490894,0,19.77217444,0.03089402,861272.473584,6177.70490894,CC215N,ANN RD
DAYLIGHT,CLEAR,NONE,DRY,-115.25837299999999,36.26838036,INJURY CRASH,08/24/2016,500,N,NHP,2328554,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,US95N,ANN RD TO US95N INT90B
DARK - SPOT LIGHTING,CLOUDY,NONE,DRY,-115.27028370000001,36.27800751,INJURY CRASH,08/24/2016,0,AT INT,NHP,2328955,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,CC215N,OSO BLANCA RD
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.3140568,36.15873979,PROPERTY DAMAGE ONLY,08/24/2016,25,S,LVMPD,2321388,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,S HUALAPAI WAY,SR159
DAYLIGHT,CLEAR,NONE,DRY,-115.2966688,36.14424277,PROPERTY DAMAGE ONLY,08/24/2016,300,E,LVMPD,2321367,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,SAHARA AVE,FORT APACHE RD
DAYLIGHT,CLEAR,NONE,DRY,-115.3061674,36.1871113,PROPERTY DAMAGE ONLY,08/24/2016,8,E,NHP,2328540,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,SUMMERLIN PKWY W TO TOWN CENTER DR N,N TOWN CENTER DR
DAYLIGHT,CLEAR,NONE,DRY,-115.14251429999999,36.16627213,INJURY CRASH,08/24/2016,203,S,LVMPD,2321364,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,LAS VEGAS BLVD,BRIDGER AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.0621797,36.17759438,INJURY CRASH,08/24/2016,0,AT INT,LVMPD,2321371,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR612,HARRIS AVE
,CLEAR,,,-115.13571809999999,36.16547076,PROPERTY DAMAGE ONLY,08/24/2016,0,AT INT,LVMPD,2321362,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,CARSON AVE,S 10TH ST
DAYLIGHT,CLOUDY,NONE,DRY,-115.11581770000001,36.16440575,INJURY CRASH,08/24/2016,0,AT INT,LVMPD,2321368,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,E OGDEN AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.115785,36.16641789,INJURY CRASH,08/24/2016,0,AT INT,LVMPD,2321390,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,STEWART AVE
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.16945859999998,36.14579236,PROPERTY DAMAGE ONLY,08/24/2016,800,N,NHP,2328531,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,MILE MARKER 40.52
DAYLIGHT,CLEAR,NONE,WET,-115.1624636,36.15373192,INJURY CRASH,08/24/2016,500,S,NHP,2328546,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,IR15N TO SR159E INT41
DAYLIGHT,CLEAR,NONE,DRY,-115.21947790000002,36.1590285,INJURY CRASH,08/24/2016,100,W,LVMPD,2321358,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR159,WESTWIND RD
DAYLIGHT,CLEAR,NONE,DRY,-115.1905311,36.13718758,INJURY CRASH,08/24/2016,0,AT INT,LVMPD,2321376,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,S VALLEY VIEW BLVD,PENNWOOD AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.24467390000001,36.1803904,INJURY CRASH,08/24/2016,250,W,NHP,2328544,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S TO SUMMERLIN W/SR595N/SR595S INT81,US95S
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.167503,36.1483643,INJURY CRASH,08/24/2016,35,N,NHP,2328513,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,IR15S TO SR589W INT40A
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.2445824,36.18105817,INJURY CRASH,08/24/2016,5,S,NHP,2328545,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S TO SUMMERLIN W/SR595N/SR595S INT81,US95S
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.16178970000001,36.15483525,INJURY CRASH,08/24/2016,1500,N,NHP,2328533,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,MLK N/S /SR159 TO IR15S INT41
